id,name,type_line,power,toughness,colors,text,image,back,variants
"avr-7","Human","Token Creature — Human","1","1","R","","https://cards.scryfall.io/normal/front/5/d/5da1ef9d-878a-49d8-afe5-86ad18e30c3d.jpg?1783940637","","https://cards.scryfall.io/normal/front/5/8/5806617d-a621-434a-a2aa-756144efb67b.jpg?1783907968|https://cards.scryfall.io/normal/front/4/8/488aed96-1961-4919-a2e2-ff6ccdc7abb3.jpg?1783916647|https://cards.scryfall.io/normal/front/1/1/11c8ff82-b598-4ccc-83a7-99f1e53b64d3.jpg?1783924697|https://cards.scryfall.io/normal/front/d/b/dbd994fc-f3f0-4c81-86bd-14ca63ec229b.jpg?1783937415"
"emn-1","Eldrazi Horror","Token Creature — Eldrazi Horror","3","2","","","https://cards.scryfall.io/normal/front/1/1/11d25bde-a303-4b06-a3e1-4ad642deae58.jpg?1783937418","","https://cards.scryfall.io/normal/front/a/1/a106fc38-c321-4afa-8e66-ea6a9e594a55.jpg?1783907973|https://cards.scryfall.io/normal/front/6/0/60abe28a-342e-49d0-80f6-6b3ce041372b.jpg?1783922317"
"who-39","Human Noble","Token Creature — Human Noble","1","1","W","Vanishing 3 Prevent all damage that would be dealt to this creature.","https://cards.scryfall.io/normal/front/1/2/1207efdc-c416-4918-80d9-8b18905eaa90.jpg?1783914707","","https://cards.scryfall.io/normal/front/4/d/4d1bb221-bf45-4ce2-b38e-b121859235ad.jpg?1783914718"
"eve-5","Elemental","Token Creature — Elemental","5","5","RU","Flying","https://cards.scryfall.io/normal/front/c/7/c702fc63-4a79-4c54-b22e-7e479b8354d2.jpg?1783942653","","https://cards.scryfall.io/normal/front/1/6/160579e7-4563-4576-84d7-56643217096e.jpg?1783923166|https://cards.scryfall.io/normal/front/6/6/66029f69-2dc3-44e3-aa0d-4fe9a33b06f5.jpg?1783927197|https://cards.scryfall.io/normal/front/a/e/ae82b600-c406-4c3b-a09b-a18e18fc57b1.jpg?1783937528|https://cards.scryfall.io/normal/front/1/2/123f4998-2fee-4533-97ea-3afba67e6b80.jpg?1783938017"
"afr-7","Spider","Token Creature — Spider","2","1","B","Menace, reach","https://cards.scryfall.io/normal/front/1/2/124e0b03-d9fb-44f1-9e3c-3462aabdd42e.jpg?1783926346","",""
"dmu-20","Sand Warrior","Token Creature — Sand Warrior","1","1","GRW","","https://cards.scryfall.io/normal/front/1/2/124ea959-742a-4914-9bca-1075ccd0cb22.jpg?1783921126","","https://cards.scryfall.io/normal/front/1/7/17812f4e-a10c-472b-970f-35a8f392235a.jpg?1783911123|https://cards.scryfall.io/normal/front/f/3/f3e51b4d-3859-48c2-a409-0fc096a6d484.jpg?1783911675"
"war-10","Zombie Army","Token Creature — Zombie Army","0","0","B","","https://cards.scryfall.io/normal/front/1/2/12742d1f-eb2e-4262-88e2-403c9ae6c431.jpg?1783933351","","https://cards.scryfall.io/normal/front/1/7/177beb03-072c-462c-b816-d706d4d40b5f.jpg?1783907674|https://cards.scryfall.io/normal/front/5/0/505a3bc6-deab-410e-a58e-e3b5f0f21e3d.jpg?1783911112|https://cards.scryfall.io/normal/front/a/b/ab6ce07c-d61c-4334-9ca8-bdf6ed9bee4f.jpg?1783915230|https://cards.scryfall.io/normal/front/4/7/47be861d-7aff-4a30-bfd9-88ce2735b69b.jpg?1783918575"
"l14-4","Warrior","Token Creature — Warrior","1","1","W","","https://cards.scryfall.io/normal/front/1/2/12856d0c-240f-42c6-80dd-715ccf314645.jpg?1783939589","","https://cards.scryfall.io/normal/front/a/2/a263a442-8ca6-4c69-a841-4a590ff2e729.jpg?1783912045|https://cards.scryfall.io/normal/front/1/b/1b566e0d-5680-4b06-8360-b722beedef2e.jpg?1783914706|https://cards.scryfall.io/normal/front/4/1/41567b9a-80cf-44fc-9c82-5a5f95014428.jpg?1783914717|https://cards.scryfall.io/normal/front/9/f/9feb9fa0-29d3-4cf7-a996-e7cb718f02b6.jpg?1783916653|https://cards.scryfall.io/normal/front/3/0/3053e02b-7157-4fb6-9427-d64a68ea29c3.jpg?1783909134"
"lrw-6","Elemental Shaman","Token Creature — Elemental Shaman","3","1","R","","https://cards.scryfall.io/normal/front/a/2/a280aee2-e15a-4625-b429-4032eae08a41.jpg?1783942839","","https://cards.scryfall.io/normal/front/a/2/a271bdf3-2868-425d-987c-4ce272152a2f.jpg?1783934659|https://cards.scryfall.io/normal/front/1/2/12b27173-a486-4c03-8fce-e334f35d40b6.jpg?1783938021|https://cards.scryfall.io/normal/front/b/3/b334af2e-58a6-4aaf-a6ec-87ca0398e626.jpg?1783938729|https://cards.scryfall.io/normal/front/d/a/da6283ba-1297-4c7d-8744-f530c04194cd.jpg?1783942506"
"dtk-2","Djinn Monk","Token Creature — Djinn Monk","2","2","U","Flying","https://cards.scryfall.io/normal/front/f/2/f2e8077e-4400-4923-afe6-6ff5a51b5e91.jpg?1783938562","","https://cards.scryfall.io/normal/front/1/2/12b5e32a-b86b-4f8b-ae93-19f0b95c4514.jpg?1783935466"
"akh-3","Aven Initiate","Token Creature — Zombie Bird Warrior","3","2","W","Flying","https://cards.scryfall.io/normal/front/1/a/1a3814e3-7ad2-4c87-8630-ab56e13b6ee9.jpg?1783936415","","https://cards.scryfall.io/normal/front/1/2/12feaabf-7b3e-4cef-8d45-1b9bbe2baaf6.jpg?1783921681"
"znr-6","Illusion","Token Creature — Illusion","*","*","U","","https://cards.scryfall.io/normal/front/2/3/2300635e-7771-4676-a5a5-29a9d8f49f1a.jpg?1783929499","","https://cards.scryfall.io/normal/front/f/6/f6469938-5af9-4f0a-9f2e-603c833e48ba.jpg?1783903575|https://cards.scryfall.io/normal/front/1/3/13374c5a-d39d-40c8-b9eb-c283dbad2cb9.jpg?1783909758|https://cards.scryfall.io/normal/front/b/6/b6b43dc2-eaa4-4369-8c8c-b17c64326c5b.jpg?1783911127"
"znr-4","Kor Warrior","Token Creature — Kor Warrior","1","1","W","","https://cards.scryfall.io/normal/front/1/3/13412797-f831-49fe-adf3-369cdfacdbd5.jpg?1783929500","","https://cards.scryfall.io/normal/front/2/1/2138b304-4dc0-48bb-a043-6246abafef53.jpg?1783922313"
"afr-2","Icingdeath, Frost Tongue","Token Legendary Artifact — Equipment","","","W","Equipped creature gets +2/+0. Whenever equipped creature attacks, tap target creature defending player controls. Equip {2}","https://cards.scryfall.io/normal/front/a/9/a9c981c9-3376-4f6e-b30d-859e5fc7347e.jpg?1783926347","","https://cards.scryfall.io/normal/front/1/3/13cb668a-c8f8-491f-8534-08a7f94baf19.jpg?1783922238"
"cc2-9","Snake // Zombie","Token Creature — Snake // Token Creature — Zombie","","","","","https://cards.scryfall.io/normal/front/1/3/13e4832d-8530-4b85-b738-51d0c18f28ec.jpg?1783924139","https://cards.scryfall.io/normal/back/1/3/13e4832d-8530-4b85-b738-51d0c18f28ec.jpg?1783924139",""
"isd-4","Demon","Token Creature — Demon","5","5","B","Flying","https://cards.scryfall.io/normal/front/7/7/771ae1f8-70b3-40da-8352-421a36c7abb5.jpg?1783940883","","https://cards.scryfall.io/normal/front/1/f/1f75f7a3-b4d2-40e1-9721-cbe6a63971ba.jpg?1783907970|https://cards.scryfall.io/normal/front/6/6/66f75b9d-b1e2-42e3-8a74-f596ae16996c.jpg?1783909279|https://cards.scryfall.io/normal/front/c/a/cad40060-02a3-4044-9006-2c36f3d78e16.jpg?1783915263|https://cards.scryfall.io/normal/front/1/d/1db0ae89-74fb-4865-99d0-31e3e19f1480.jpg?1783919205"
"khm-12","Dwarf Berserker","Token Creature — Dwarf Berserker","2","1","R","","https://cards.scryfall.io/normal/front/1/4/142bbbe1-4446-4d80-b82d-0df8ef17eac1.jpg?1783928079","","https://cards.scryfall.io/normal/front/7/5/75d82864-0286-4511-9e80-a154bec2757f.jpg?1783915253"
"mh3-18","Phyrexian Wurm","Token Artifact Creature — Phyrexian Wurm","2","1","B","Lifelink","https://cards.scryfall.io/normal/front/1/4/1482ab42-875c-46fc-aa0b-b18154488985.jpg?1783911115","",""
"sld-2206","Cordyceps Infected","Token Creature — Fungus Zombie","1","1","B","","https://cards.scryfall.io/normal/front/1/4/14a3f3bc-2968-4861-849c-4a79da12bb03.jpg?1783905139","","https://cards.scryfall.io/normal/front/f/f/ff00d5aa-2fea-47cd-82f4-f7e388d1ecb6.jpg?1783905140"
"m15-10","Insect","Token Creature — Insect","1","1","G","Flying, deathtouch","https://cards.scryfall.io/normal/front/e/1/e101a5b1-614e-43a0-9e7e-de5a248e2e43.jpg?1783939140","","https://cards.scryfall.io/normal/front/e/1/e17b804f-4dca-4101-ba8f-b732504ac488.jpg?1783906796|https://cards.scryfall.io/normal/front/f/5/f5844636-3fdd-4818-9c35-c24f74b29baa.jpg?1783909274|https://cards.scryfall.io/normal/front/7/6/762a89f8-503f-4966-86b6-b30326b644eb.jpg?1783912615|https://cards.scryfall.io/normal/front/8/3/83d61e7f-9eef-48d4-9261-9ff18dfd2a65.jpg?1783916055"
"neo-4","Ninja","Token Creature — Ninja","1","1","U","This creature can't be blocked.","https://cards.scryfall.io/normal/front/1/4/14eb629e-f09f-4deb-b434-7615a3010a4d.jpg?1783923717","",""
"soi-6","Devil","Token Creature — Devil","1","1","R","When this creature dies, it deals 1 damage to any target.","https://cards.scryfall.io/normal/front/3/e/3e78c4b8-371b-43d7-a315-fb299704aa60.jpg?1783937682","","https://cards.scryfall.io/normal/front/d/7/d7a88466-7f44-4535-a8d5-097ed747454d.jpg?1783909277|https://cards.scryfall.io/normal/front/8/9/895df6af-6799-4ec6-b8f4-912b06f30ed2.jpg?1783922320|https://cards.scryfall.io/normal/front/e/7/e7c76857-f5bc-4624-9916-f109cdd6dea0.jpg?1783923173|https://cards.scryfall.io/normal/front/e/c/ec75fdab-818c-4f3a-94c1-fd3f577a87f5.jpg?1783922960"
"emn-9","Liliana, the Last Hope Emblem","Emblem — Liliana","","","","At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.","https://cards.scryfall.io/normal/front/1/5/1512fe7b-5e01-424e-9747-8d4840a5d22a.jpg?1783937414","","https://cards.scryfall.io/normal/front/f/b/fb88493c-293b-4b89-8571-712dcf110df5.jpg?1783921673|https://cards.scryfall.io/normal/front/5/a/5a23656c-3af3-49e3-ad15-aa1056027df7.jpg?1783934207"
"c15-21","Snake","Token Creature — Snake","1","1","GU","","https://cards.scryfall.io/normal/front/1/5/153f01ac-8601-488f-8da7-72f392c0a3c6.jpg?1783938017","",""
"ala-8","Ooze","Token Creature — Ooze","*","*","G","","https://cards.scryfall.io/normal/front/3/9/39a4b6d1-c5f5-4a2d-a00c-97f6395c941b.jpg?1783942525","","https://cards.scryfall.io/normal/front/d/1/d1821a53-1799-4162-b0b6-f8ab84a55c30.jpg?1783909274|https://cards.scryfall.io/normal/front/1/5/155e76d6-d8d5-410b-9b00-088c039b668f.jpg?1783930231|https://cards.scryfall.io/normal/front/9/c/9c918e38-7151-407f-bf3b-44a11f92fb15.jpg?1783933511|https://cards.scryfall.io/normal/front/d/2/d299e48d-fb74-49a1-b94a-29975056378a.jpg?1783933876"
"spm-6","Robot","Token Artifact Creature — Robot","1","1","","Flying","https://cards.scryfall.io/normal/front/1/5/15796c4b-6041-4e0a-bc4f-0518d165549e.jpg?1783905183","",""
"p04-4","Myr","Token Artifact Creature — Myr","1","1","","","https://cards.scryfall.io/normal/front/1/8/187cf6d5-c352-48f2-b8bf-fe1bf946e2ac.jpg?1783944459","","https://cards.scryfall.io/normal/front/c/f/cf455c08-adf5-486b-9661-d6c0099afce3.jpg?1783906793|https://cards.scryfall.io/normal/front/1/5/159ba2ca-1972-4bf8-9dbd-8bed5f33bfb7.jpg?1783911120|https://cards.scryfall.io/normal/front/5/b/5b911529-052a-457b-b1a0-b3f498c2cbe0.jpg?1783915243|https://cards.scryfall.io/normal/front/b/d/bd511c6c-a6ec-4715-94c0-945c091d82b1.jpg?1783916642|https://cards.scryfall.io/normal/front/9/d/9d54ed64-573d-45cc-9d5c-94c5d0fc88ec.jpg?1783906082"
"m19-5","Ox","Token Creature — Ox","2","4","W","","https://cards.scryfall.io/normal/front/8/f/8f1d69f9-d9d7-47a9-9236-351f81ffa9ae.jpg?1783934475","","https://cards.scryfall.io/normal/front/1/5/15e94825-98a8-40f1-8f61-83c79885fec0.jpg?1783915233"
"lrw-1","Avatar","Token Creature — Avatar","*","*","W","This creature's power and toughness are each equal to your life total.","https://cards.scryfall.io/normal/front/f/6/f669cb99-be79-413b-8266-1dfd6a15cb41.jpg?1783942843","","https://cards.scryfall.io/normal/front/8/6/863768b5-3cf9-415c-b4fd-371dc5afee18.jpg?1783941781|https://cards.scryfall.io/normal/front/1/6/160c268c-db2f-4105-8f40-0237b59ed333.jpg?1783942347"
"gtc-8","Domri Rade Emblem","Emblem — Domri","","","","Creatures you control have double strike, trample, hexproof, and haste.","https://cards.scryfall.io/normal/front/1/6/1612f546-1bdb-4861-966c-4eeb7d1e65e8.jpg?1783940146","","https://cards.scryfall.io/normal/front/b/9/b9e8b1fe-7a73-4a04-84fa-f0e4696c9121.jpg?1783913148|https://cards.scryfall.io/normal/front/7/c/7cf98006-cc53-4a6c-b372-97b0970ffe4d.jpg?1783936578"
"otj-13","Elk","Token Creature — Elk","3","3","G","","https://cards.scryfall.io/normal/front/1/6/1632f3fa-4615-46ee-9768-22bbd9d142d6.jpg?1783911524","","https://cards.scryfall.io/normal/front/c/f/cf36b5f2-e699-41c0-ae89-23cd9c414b54.jpg?1783904328"
"uma-1","Citizen","Token Creature — Citizen","1","1","W","","https://cards.scryfall.io/normal/front/1/6/165164e7-5693-4d65-b789-8ed8a222365b.jpg?1783933883","",""
"ltr-7","Smaug","Token Legendary Creature — Dragon","6","6","R","Flying, haste When this creature dies, create fourteen Treasure tokens.","https://cards.scryfall.io/normal/front/1/6/16d2b87e-f8f9-4756-9ea2-64bc5c13bb96.jpg?1783916047","","https://cards.scryfall.io/normal/front/b/b/bb4ac08f-f6a5-49d6-91e9-38c4f217932b.jpg?1783916045"
"akh-16","Cat","Token Creature — Cat","1","1","W","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","https://cards.scryfall.io/normal/front/a/f/af0086cd-56b5-450e-818c-e54f45d1a104.jpg?1783936412","","https://cards.scryfall.io/normal/front/9/0/902fba98-92b7-461b-ac6e-29cb2c4e307f.jpg?1783907681|https://cards.scryfall.io/normal/front/8/6/86701490-17ac-4253-810d-6cfd7a46594c.jpg?1783908586|https://cards.scryfall.io/normal/front/1/6/16fd4a9c-34e3-4432-b208-e14f6d56b4e3.jpg?1783913131|https://cards.scryfall.io/normal/front/d/7/d754e09c-efc0-4536-9f2a-6bd7e2f860ab.jpg?1783930949|https://cards.scryfall.io/normal/front/2/5/255dcc91-7b3d-4b58-85f3-b21be805966e.jpg?1783931619|https://cards.scryfall.io/normal/front/3/4/340fb06f-4bb0-4d23-b08c-8b1da4a8c2ad.jpg?1783931619"
"lrw-2","Elemental","Token Creature — Elemental","4","4","W","Flying","https://cards.scryfall.io/normal/front/1/c/1c791044-be86-47d8-8c1b-299f6ab254e6.jpg?1783942839","","https://cards.scryfall.io/normal/front/e/e/ee285548-04c8-4562-bf66-a0bb53acfe76.jpg?1783904333|https://cards.scryfall.io/normal/front/6/c/6c6c62a5-dd1d-4d37-a2da-6e4e6b5bec40.jpg?1783909761|https://cards.scryfall.io/normal/front/f/d/fd065ce6-1593-441a-b83a-275414034f90.jpg?1783923178|https://cards.scryfall.io/normal/front/1/7/17057115-9163-4f91-b2b9-8387ea547c9d.jpg?1783931106"
"grn-2","Soldier","Token Creature — Soldier","1","1","W","Lifelink","https://cards.scryfall.io/normal/front/4/5/45907b16-af17-4237-ab38-9d7537fd30e8.jpg?1783934064","","https://cards.scryfall.io/normal/front/2/0/20a9bda0-5673-4071-9201-83670a317f8a.jpg?1783913141|https://cards.scryfall.io/normal/front/8/9/89e87c22-c966-40bb-9465-311cc1655fe2.jpg?1783916059|https://cards.scryfall.io/normal/front/1/7/1774c68a-3d76-4fe1-b741-e6acf6b9214c.jpg?1783916674|https://cards.scryfall.io/normal/front/c/a/ca0c74ea-20b0-47f0-b11b-3a848551e52d.jpg?1783918577"
"ths-11","Elspeth, Sun's Champion Emblem","Emblem — Elspeth","","","","Creatures you control get +2/+2 and have flying.","https://cards.scryfall.io/normal/front/1/7/177c37bd-c53d-43b2-88c4-0b80d17a5744.jpg?1783939698","","https://cards.scryfall.io/normal/front/d/f/dffbc23b-23d3-4cc5-9ea2-fa3aab785ffe.jpg?1783915225|https://cards.scryfall.io/normal/front/6/1/610ed7d6-362b-434a-8cdc-b16bfe20eaa0.jpg?1783916642"
"akh-24","Wurm","Token Creature — Wurm","5","5","G","","https://cards.scryfall.io/normal/front/3/6/366c01a7-6399-496b-a5a3-8be45475ce33.jpg?1783936409","","https://cards.scryfall.io/normal/front/9/8/983253f0-fcf1-4c57-81eb-101f3495b6ae.jpg?1783909271|https://cards.scryfall.io/normal/front/1/7/17a5c52e-c225-414c-93d9-e014c5aec465.jpg?1783915231|https://cards.scryfall.io/normal/front/5/4/54afe5d9-a6b6-46a2-89e9-470ad9e44a06.jpg?1783922305|https://cards.scryfall.io/normal/front/2/c/2ca9dbff-d7c7-4769-adab-e09163a29f9e.jpg?1783923166"
"lrw-5","Goblin Rogue","Token Creature — Goblin Rogue","1","1","B","","https://cards.scryfall.io/normal/front/f/4/f44d5271-5d10-46b2-9ba2-5788d99de2e6.jpg?1783942839","","https://cards.scryfall.io/normal/front/1/7/17c0ae2b-1ae7-4e10-9e7b-6fdeda4355db.jpg?1783929248|https://cards.scryfall.io/normal/front/3/3/33bd708d-dc84-44d3-a563-536ade028bd0.jpg?1783939954"
"bfz-13","Ob Nixilis Reignited Emblem","Emblem — Nixilis","","","","Whenever a player draws a card, you lose 2 life.","https://cards.scryfall.io/normal/front/1/8/18a77885-c0de-4487-a920-6fb9ea9bc408.jpg?1783938118","","https://cards.scryfall.io/normal/front/e/8/e817a5d7-0d65-4f23-be3d-74838764765c.jpg?1783918570|https://cards.scryfall.io/normal/front/a/c/ac90d130-0d98-4e55-90ee-93c2fe8c1ed0.jpg?1783932823|https://cards.scryfall.io/normal/front/1/f/1f1f0078-2c85-4903-9fe8-626dcd87dc1e.jpg?1783937255"
"m11-5","Ooze","Token Creature — Ooze","2","2","G","When this creature dies, create two 1/1 green Ooze creature tokens.","https://cards.scryfall.io/normal/front/8/e/8ea26341-372c-4657-8910-08e0131fe0fc.jpg?1783941779","","https://cards.scryfall.io/normal/front/6/c/6c746fd1-0731-4c6d-9eb8-6048238ce6d1.jpg?1783923168|https://cards.scryfall.io/normal/front/1/8/18b9c83d-4422-4b95-9fc2-070ed6b5bdf6.jpg?1783936798|https://cards.scryfall.io/normal/front/2/1/21dfe90c-3383-4da5-9194-c6f7c2ba291c.jpg?1785303312"
"iko-7","Shark","Token Creature — Shark","*","*","U","Flying","https://cards.scryfall.io/normal/front/3/0/30d12226-6417-4b98-beb5-89a36c774141.jpg?1783930944","","https://cards.scryfall.io/normal/front/8/b/8b32dec0-a3b6-4f64-9c02-2248ae33647c.jpg?1783909277|https://cards.scryfall.io/normal/front/1/8/18d590bd-1fa6-4a38-9297-6601b1b704d5.jpg?1783911683"
"bfz-7","Octopus","Token Creature — Octopus","8","8","U","","https://cards.scryfall.io/normal/front/1/9/19ac0a35-fae7-49f9-ae96-4406df992dc9.jpg?1783938120","","https://cards.scryfall.io/normal/front/9/f/9fc10475-5eaf-47ea-a45c-3948a632f365.jpg?1783909757"
"acr-4","Assassin","Token Creature — Assassin","1","1","B","Menace (This creature can't be blocked except by two or more creatures.)","https://cards.scryfall.io/normal/front/1/9/19cb2062-86f0-4ce3-b5fb-d3c310f36ec3.jpg?1783910887","",""
"dmu-3","Knight","Token Creature — Knight","2","2","W","Protection from red","https://cards.scryfall.io/normal/front/1/9/19e893e5-12a8-4ecb-adcd-9e7b26b01de2.jpg?1783921133","",""
"fin-20","Darkstar","Token Legendary Creature — Dog","2","2","BW","","https://cards.scryfall.io/normal/front/1/9/19faca08-0eef-4da4-ab6f-c3aed63ac77b.jpg?1783906131","",""
"bfz-1","Eldrazi","Token Creature — Eldrazi","10","10","","","https://cards.scryfall.io/normal/front/3/0/30ff04d5-ecaf-4be2-94f4-d5409f1c1e4e.jpg?1783938122","","https://cards.scryfall.io/normal/front/4/d/4d88f2e5-eaff-4d23-ae6e-d118deb21bb5.jpg?1783903464|https://cards.scryfall.io/normal/front/c/e/ce6d2786-ef9c-4772-bb71-697131c3c3a4.jpg?1783906809|https://cards.scryfall.io/normal/front/5/6/5658b0e1-2c8e-4901-a478-f2a50ced40af.jpg?1783909761|https://cards.scryfall.io/normal/front/2/0/209a3cfb-2c5a-4a9f-87f8-f9f6e290a88b.jpg?1783911128"
"mh3-17","Phyrexian Wurm","Token Artifact Creature — Phyrexian Wurm","1","2","B","Deathtouch","https://cards.scryfall.io/normal/front/1/a/1a7800c9-6808-4f33-87ad-50ad8c79f2d7.jpg?1783911116","",""
"lrw-11","Shapeshifter","Token Creature — Shapeshifter","1","1","","Changeling","https://cards.scryfall.io/normal/front/1/a/1a7d89ca-8611-4bda-b5c8-0350ce091102.jpg?1783942837","","https://cards.scryfall.io/normal/front/c/2/c2963ce1-f9d8-437a-9489-e0913a8b8d26.jpg?1783904328|https://cards.scryfall.io/normal/front/1/f/1f83e08c-b3c6-4a8f-8764-dc225141c1c2.jpg?1783911127|https://cards.scryfall.io/normal/front/b/2/b2bb05a1-38b7-469b-af71-f747defffb13.jpg?1783913129|https://cards.scryfall.io/normal/front/c/6/c6bde9bf-fffc-4b86-9698-d5620b21d6b8.jpg?1783922314"
"ths-8","Boar","Token Creature — Boar","2","2","G","","https://cards.scryfall.io/normal/front/2/f/2f40613b-1bde-4939-86ad-6bd40f9db0d6.jpg?1783939698","","https://cards.scryfall.io/normal/front/3/2/32ffd1ae-8ce6-4e84-a496-ffcfdd0460bc.jpg?1783903571|https://cards.scryfall.io/normal/front/e/5/e56623ff-2f7e-470d-bdb3-ddd25e002dcb.jpg?1783911123|https://cards.scryfall.io/normal/front/7/c/7cbd1416-dbcc-45fc-8837-3e2c50647ebc.jpg?1783911676|https://cards.scryfall.io/normal/front/f/9/f9574a1f-8e8b-4092-97db-27ad27452130.jpg?1783913613"
"bfz-11","Elemental","Token Creature — Elemental","5","5","GR","","https://cards.scryfall.io/normal/front/e/d/ed666385-a2e7-4e1f-ad2c-babbfc0c50b3.jpg?1783938118","","https://cards.scryfall.io/normal/front/1/a/1ab6cab4-a3a5-4b48-832a-1d486e8094a5.jpg?1783904329|https://cards.scryfall.io/normal/front/5/e/5e3552f9-1c22-46f7-b606-c8a59950bf75.jpg?1783905790|https://cards.scryfall.io/normal/front/4/4/448c05fc-8327-4c2a-aec2-fa08e297002d.jpg?1783911674|https://cards.scryfall.io/normal/front/9/2/920c9c33-0125-4ea3-8381-817f4593e615.jpg?1783929244"
"ala-4","Skeleton","Token Creature — Skeleton","1","1","B","{B}: Regenerate this creature.","https://cards.scryfall.io/normal/front/6/8/6894192e-782b-49ef-b9fc-28b76e2268ab.jpg?1783942525","","https://cards.scryfall.io/normal/front/1/a/1abb1ab0-f8f4-44e8-b8a7-df37a8782e76.jpg?1783935207"
"stx-5","Pest","Token Creature — Pest","1","1","BG","When this creature dies, you gain 1 life.","https://cards.scryfall.io/normal/front/d/0/d0ddbe3e-4a66-494d-9304-7471232549bf.jpg?1783927190","","https://cards.scryfall.io/normal/front/c/7/c72ceae7-72d6-41dc-82cc-b86e845d7aa6.jpg?1783903568|https://cards.scryfall.io/normal/front/c/f/cf9587a6-7497-4f49-a5d0-a19fdfd969aa.jpg?1783905791|https://cards.scryfall.io/normal/front/2/b/2b613822-b9c2-439e-9533-a91bed12b5e9.jpg?1783909751|https://cards.scryfall.io/normal/front/e/2/e2e4c096-b083-4d19-ab8f-799e767819b4.jpg?1783911658"
"akh-22","Hippo","Token Creature — Hippo","3","3","G","","https://cards.scryfall.io/normal/front/1/a/1aea5e0b-dc4e-4055-9e13-1dfbc25a2f00.jpg?1783936411","",""
"mh3-23","Gremlin","Token Creature — Gremlin","1","1","R","","https://cards.scryfall.io/normal/front/1/a/1af08a84-4a57-4c94-a290-31d93f79db83.jpg?1783911112","","https://cards.scryfall.io/normal/front/d/9/d948b503-890a-49d5-a3cf-cb6e604851b8.jpg?1783909269|https://cards.scryfall.io/normal/front/2/5/25b1dfdc-09cf-4b87-a6c1-a78ba51e1133.jpg?1783911106"
"blc-29","Raccoon","Token Creature — Raccoon","3","3","G","","https://cards.scryfall.io/normal/front/a/f/af257e8b-9bed-4c6b-9510-11fe950fa80e.jpg?1783909752","","https://cards.scryfall.io/normal/front/1/b/1b8d8730-d6bd-4525-96e9-0513ed02de37.jpg?1783908587"
"zen-5","Merfolk","Token Creature — Merfolk","1","1","U","","https://cards.scryfall.io/normal/front/f/b/fb1b292b-2da6-4601-9f93-5eb273ce3a50.jpg?1783942178","","https://cards.scryfall.io/normal/front/7/f/7f7a4f95-f12b-4c28-a6f7-f3c64364abba.jpg?1783902797|https://cards.scryfall.io/normal/front/8/3/834fef59-eaf0-4ea3-88e9-cbde4dff4243.jpg?1783902803|https://cards.scryfall.io/normal/front/c/6/c63ce61b-480a-4da6-80f6-63e096902ae6.jpg?1783912609|https://cards.scryfall.io/normal/front/5/b/5b551cd5-430f-4ff8-9aae-b0614eae7baa.jpg?1783913615"
"blb-13","Rat","Token Creature — Rat","1","1","B","This creature gets +1/+1 for each other Rat you control.","https://cards.scryfall.io/normal/front/1/c/1c0977b2-3342-4b7e-b1c7-f06bd8ab7fbf.jpg?1783909768","",""
"kld-13","Energy Reserve","Card","","","","(Place your energy counters in this area.)","https://cards.scryfall.io/normal/front/a/4/a446b9f8-cb22-408a-93ff-bee44a0dccc0.jpg?1783937236","","https://cards.scryfall.io/normal/front/6/a/6a2c1fa5-deed-48ba-afe4-6c8ea8d9135e.jpg?1783907668|https://cards.scryfall.io/normal/front/1/c/1c516212-ad39-4396-8e05-ae57f100309f.jpg?1783911108|https://cards.scryfall.io/normal/front/2/a/2a794202-875f-4397-a8de-9722c8d78448.jpg?1783912038"
"m19-15","Ajani, Adversary of Tyrants Emblem","Emblem — Ajani","","","","At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink.","https://cards.scryfall.io/normal/front/1/c/1c97e5b2-a024-4aa7-a9b8-45f441aad138.jpg?1783934462","",""
"xln-5","Dinosaur","Token Creature — Dinosaur","3","3","G","Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)","https://cards.scryfall.io/normal/front/1/c/1ccee594-e1e6-4a82-bc17-93bcdeb36198.jpg?1783935808","","https://cards.scryfall.io/normal/front/2/0/20f22bef-e00f-461b-a75b-c5ad49865044.jpg?1783913603|https://cards.scryfall.io/normal/front/5/9/59b5a5de-f799-49a0-925f-a0cfd46045b5.jpg?1783913613|https://cards.scryfall.io/normal/front/b/1/b1ade1a5-74bf-41cd-b3b4-3bf33cf6d016.jpg?1783931642"
"m19-17","Vivien Reid Emblem","Emblem — Vivien","","","","Creatures you control get +2/+2 and have vigilance, trample, and indestructible.","https://cards.scryfall.io/normal/front/1/c/1cf97003-eef0-4c01-aee1-8a8264d8ef95.jpg?1783934464","","https://cards.scryfall.io/normal/front/a/8/a804d502-1092-4ff3-93d9-d1b0ac0f07d5.jpg?1783908586|https://cards.scryfall.io/normal/front/6/1/6177ad63-0150-45c8-86f8-4a39e296cc2a.jpg?1783911121"
