id,name,type_line,power,toughness,colors,text,image
"tdc-13","Dragon","Token Creature — Dragon","2","2","R","Flying {R}: This creature gets +1/+0 until end of turn.","https://cards.scryfall.io/normal/front/1/e/1e2aaaca-6563-406f-b1bc-6849ba555da8.jpg?1783906804"
"cmm-42","Construct","Token Artifact Creature — Construct","*","*","","","https://cards.scryfall.io/normal/front/0/f/0f3954f9-776d-4a8d-a032-724c4eae0e13.jpg?1783915245"
"neo-11","Spirit","Token Creature — Spirit","4","5","G","","https://cards.scryfall.io/normal/front/0/f/0f48aaab-dd6e-4bcc-a8fb-d31dd4a098ba.jpg?1783923712"
"cmm-74","Construct","Token Artifact Creature — Construct","1","1","","","https://cards.scryfall.io/normal/front/3/f/3f695aef-e30a-4289-a9b8-24b5495c344e.jpg?1783915232"
"soc-29","City's Blessing","Card","","","","","https://cards.scryfall.io/normal/front/0/f/0f6a6dc8-1c3c-45d2-be4f-bfab58a5a66f.jpg?1783903567"
"c20-17","Goblin Warrior","Token Creature — Goblin Warrior","1","1","GR","","https://cards.scryfall.io/normal/front/d/6/d6b6561b-d6f0-4eea-8bc4-e3cd35b38c90.jpg?1783931098"
"txln-6","Plant","Token Creature — Plant","0","2","G","Defender (This creature can't attack.)","https://cards.scryfall.io/normal/front/0/f/0f8659bf-fa41-4a08-a124-ca9d08e02223.jpg?1783913138"
"mid-14","Vampire","Token Creature — Vampire","3","1","BR","Trample, lifelink, haste","https://cards.scryfall.io/normal/front/0/f/0f8fe08d-b469-4471-8a7d-cf75850ba312.jpg?1783925221"
"woe-5","Faerie","Token Creature — Faerie","1","1","U","Flying This creature can block only creatures with flying.","https://cards.scryfall.io/normal/front/0/f/0f9a993f-1f2b-4b17-b415-e975b7873e18.jpg?1783914992"
"tsr-11","Insect","Token Creature — Insect","6","1","G","Shroud (This creature can't be the target of spells or abilities.)","https://cards.scryfall.io/normal/front/0/f/0ff2e2bd-b8e9-4563-85ad-fdbb0607fb7c.jpg?1783927694"
"ust-4","Faerie Spy","Token Creature — Faerie Spy","1","1","U","Flying, haste Whenever this creature deals combat damage to a player, draw a card.","https://cards.scryfall.io/normal/front/1/0/1008e47a-a8c4-4f4f-8628-ac4b8f978dd0.jpg?1783935356"
"mh3-12","Moonfolk","Token Creature — Moonfolk","1","2","U","Flying","https://cards.scryfall.io/normal/front/1/0/10136b4b-ccc1-48ce-bc8c-295660464cf7.jpg?1783911115"
"tle-1","Marit Lage","Token Legendary Creature — Avatar","20","20","B","Flying, indestructible","https://cards.scryfall.io/normal/front/d/c/dcff76fb-e23d-4333-a770-b1d616f98486.jpg?1783904740"
"m3c-19","Forest Dryad","Token Land Creature — Forest Dryad","1","1","G","(This creature is affected by summoning sickness, and it has ""{T}: Add {G}."")","https://cards.scryfall.io/normal/front/1/0/107be8ee-ee22-4d37-94f1-2a5b438fbe05.jpg?1783911122"
"c19-17","Plant","Token Creature — Plant","1","1","G","","https://cards.scryfall.io/normal/front/d/4/d4b6b06c-6ce7-405c-acc1-a2626fcde8ad.jpg?1783932828"
"cmm-26","Elemental","Token Creature — Elemental","3","1","R","Trample, haste","https://cards.scryfall.io/normal/front/d/4/d461a38d-761b-47bb-b49d-1b2522cf2f6e.jpg?1783915259"
"tdc-31","Servo","Token Artifact Creature — Servo","1","1","","","https://cards.scryfall.io/normal/front/5/7/57890ef7-9006-47b9-9f8b-42b665123607.jpg?1783906794"
"m3c-3","Eldrazi Scion","Token Creature — Eldrazi Scion","1","1","","Sacrifice this creature: Add {C}.","https://cards.scryfall.io/normal/front/c/6/c6ee5e2c-d98b-434e-9175-d20f7f713b88.jpg?1783911127"
"soc-2","Cat","Token Creature — Cat","2","2","W","","https://cards.scryfall.io/normal/front/7/d/7d400b41-813d-4a63-848f-5eb4db4bf3bb.jpg?1783903575"
"ltc-14","Dragon","Token Creature — Dragon","6","6","BR","Flying, menace Whenever this creature deals combat damage to a player, gain control of target artifact that player controls.","https://cards.scryfall.io/normal/front/1/1/11335886-a422-42ff-be14-226602202603.jpg?1783916054"
"soc-9","Phyrexian Germ","Token Creature — Phyrexian Germ","0","0","B","","https://cards.scryfall.io/normal/front/6/5/65c65445-1016-4fd3-963e-1c9eb252d4a6.jpg?1783903574"
"inr-14","Human","Token Creature — Human","1","1","R","","https://cards.scryfall.io/normal/front/5/8/5806617d-a621-434a-a2aa-756144efb67b.jpg?1783907968"
"inr-1","Eldrazi Horror","Token Creature — Eldrazi Horror","3","2","","","https://cards.scryfall.io/normal/front/a/1/a106fc38-c321-4afa-8e66-ea6a9e594a55.jpg?1783907973"
"who-39","Human Noble","Token Creature — Human Noble","1","1","W","Vanishing 3 Prevent all damage that would be dealt to this creature.","https://cards.scryfall.io/normal/front/1/2/1207efdc-c416-4918-80d9-8b18905eaa90.jpg?1783914707"
"ncc-32","Elemental","Token Creature — Elemental","5","5","RU","Flying","https://cards.scryfall.io/normal/front/1/6/160579e7-4563-4576-84d7-56643217096e.jpg?1783923166"
"afr-7","Spider","Token Creature — Spider","2","1","B","Menace, reach","https://cards.scryfall.io/normal/front/1/2/124e0b03-d9fb-44f1-9e3c-3462aabdd42e.jpg?1783926346"
"m3c-23","Sand Warrior","Token Creature — Sand Warrior","1","1","GRW","","https://cards.scryfall.io/normal/front/1/7/17812f4e-a10c-472b-970f-35a8f392235a.jpg?1783911123"
"drc-8","Zombie Army","Token Creature — Zombie Army","0","0","B","","https://cards.scryfall.io/normal/front/1/7/177beb03-072c-462c-b816-d706d4d40b5f.jpg?1783907674"
"sld-1752","Warrior","Token Creature — Warrior","1","1","W","","https://cards.scryfall.io/normal/front/3/0/3053e02b-7157-4fb6-9427-d64a68ea29c3.jpg?1783909134"
"cm2-8","Elemental Shaman","Token Creature — Elemental Shaman","3","1","R","","https://cards.scryfall.io/normal/front/a/2/a271bdf3-2868-425d-987c-4ce272152a2f.jpg?1783934659"
"ima-4","Djinn Monk","Token Creature — Djinn Monk","2","2","U","Flying","https://cards.scryfall.io/normal/front/1/2/12b5e32a-b86b-4f8b-ae93-19f0b95c4514.jpg?1783935466"
"2x2-4","Aven Initiate","Token Creature — Zombie Bird Warrior","3","2","W","Flying","https://cards.scryfall.io/normal/front/1/2/12feaabf-7b3e-4cef-8d45-1b9bbe2baaf6.jpg?1783921681"
"soc-7","Illusion","Token Creature — Illusion","*","*","U","","https://cards.scryfall.io/normal/front/f/6/f6469938-5af9-4f0a-9f2e-603c833e48ba.jpg?1783903575"
"clb-27","Kor Warrior","Token Creature — Kor Warrior","1","1","W","","https://cards.scryfall.io/normal/front/2/1/2138b304-4dc0-48bb-a043-6246abafef53.jpg?1783922313"
"sld-1018","Icingdeath, Frost Tongue","Token Legendary Artifact — Equipment","","","W","Equipped creature gets +2/+0. Whenever equipped creature attacks, tap target creature defending player controls. Equip {2}","https://cards.scryfall.io/normal/front/1/3/13cb668a-c8f8-491f-8534-08a7f94baf19.jpg?1783922238"
"cc2-9","Snake // Zombie","Token Creature — Snake // Token Creature — Zombie","","","","","https://cards.scryfall.io/normal/front/1/3/13e4832d-8530-4b85-b738-51d0c18f28ec.jpg?1783924139"
"inr-6","Demon","Token Creature — Demon","5","5","B","Flying","https://cards.scryfall.io/normal/front/1/f/1f75f7a3-b4d2-40e1-9721-cbe6a63971ba.jpg?1783907970"
"cmm-23","Dwarf Berserker","Token Creature — Dwarf Berserker","2","1","R","","https://cards.scryfall.io/normal/front/7/5/75d82864-0286-4511-9e80-a154bec2757f.jpg?1783915253"
"mh3-18","Phyrexian Wurm","Token Artifact Creature — Phyrexian Wurm","2","1","B","Lifelink","https://cards.scryfall.io/normal/front/1/4/1482ab42-875c-46fc-aa0b-b18154488985.jpg?1783911115"
"sld-2206","Cordyceps Infected","Token Creature — Fungus Zombie","1","1","B","","https://cards.scryfall.io/normal/front/1/4/14a3f3bc-2968-4861-849c-4a79da12bb03.jpg?1783905139"
"tdc-23","Insect","Token Creature — Insect","1","1","G","Flying, deathtouch","https://cards.scryfall.io/normal/front/e/1/e17b804f-4dca-4101-ba8f-b732504ac488.jpg?1783906796"
"neo-4","Ninja","Token Creature — Ninja","1","1","U","This creature can't be blocked.","https://cards.scryfall.io/normal/front/1/4/14eb629e-f09f-4deb-b434-7615a3010a4d.jpg?1783923717"
"dsc-7","Devil","Token Creature — Devil","1","1","R","When this creature dies, it deals 1 damage to any target.","https://cards.scryfall.io/normal/front/d/7/d7a88466-7f44-4535-a8d5-097ed747454d.jpg?1783909277"
"2x2-23","Liliana, the Last Hope Emblem","Emblem — Liliana","","","","At the beginning of your end step, create X 2/2 black Zombie creature tokens, where X is two plus the number of Zombies you control.","https://cards.scryfall.io/normal/front/f/b/fb88493c-293b-4b89-8571-712dcf110df5.jpg?1783921673"
"c15-21","Snake","Token Creature — Snake","1","1","GU","","https://cards.scryfall.io/normal/front/1/5/153f01ac-8601-488f-8da7-72f392c0a3c6.jpg?1783938017"
"dsc-14","Ooze","Token Creature — Ooze","*","*","G","","https://cards.scryfall.io/normal/front/d/1/d1821a53-1799-4162-b0b6-f8ab84a55c30.jpg?1783909274"
"spm-6","Robot","Token Artifact Creature — Robot","1","1","","Flying","https://cards.scryfall.io/normal/front/1/5/15796c4b-6041-4e0a-bc4f-0518d165549e.jpg?1783905183"
"sld-2101","Myr","Token Artifact Creature — Myr","1","1","","","https://cards.scryfall.io/normal/front/9/d/9d54ed64-573d-45cc-9d5c-94c5d0fc88ec.jpg?1783906082"
"cmm-65","Ox","Token Creature — Ox","2","4","W","","https://cards.scryfall.io/normal/front/1/5/15e94825-98a8-40f1-8f61-83c79885fec0.jpg?1783915233"
"m11-1","Avatar","Token Creature — Avatar","*","*","W","This creature's power and toughness are each equal to your life total.","https://cards.scryfall.io/normal/front/8/6/863768b5-3cf9-415c-b4fd-371dc5afee18.jpg?1783941781"
"rvr-20","Domri Rade Emblem","Emblem — Domri","","","","Creatures you control have double strike, trample, hexproof, and haste.","https://cards.scryfall.io/normal/front/b/9/b9e8b1fe-7a73-4a04-84fa-f0e4696c9121.jpg?1783913148"
"ecl-2","Elk","Token Creature — Elk","3","3","G","","https://cards.scryfall.io/normal/front/c/f/cf36b5f2-e699-41c0-ae89-23cd9c414b54.jpg?1783904328"
"uma-1","Citizen","Token Creature — Citizen","1","1","W","","https://cards.scryfall.io/normal/front/1/6/165164e7-5693-4d65-b789-8ed8a222365b.jpg?1783933883"
"ltr-7","Smaug","Token Legendary Creature — Dragon","6","6","R","Flying, haste When this creature dies, create fourteen Treasure tokens.","https://cards.scryfall.io/normal/front/1/6/16d2b87e-f8f9-4756-9ea2-64bc5c13bb96.jpg?1783916047"
"dft-2","Cat","Token Creature — Cat","1","1","W","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","https://cards.scryfall.io/normal/front/9/0/902fba98-92b7-461b-ac6e-29cb2c4e307f.jpg?1783907681"
"ecc-2","Elemental","Token Creature — Elemental","4","4","W","Flying","https://cards.scryfall.io/normal/front/e/e/ee285548-04c8-4562-bf66-a0bb53acfe76.jpg?1783904333"
"tgrn-2","Soldier","Token Creature — Soldier","1","1","W","Lifelink","https://cards.scryfall.io/normal/front/2/0/20a9bda0-5673-4071-9201-83670a317f8a.jpg?1783913141"
"cmm-80","Elspeth, Sun's Champion Emblem","Emblem — Elspeth","","","","Creatures you control get +2/+2 and have flying.","https://cards.scryfall.io/normal/front/d/f/dffbc23b-23d3-4cc5-9ea2-fa3aab785ffe.jpg?1783915225"
"dsc-18","Wurm","Token Creature — Wurm","5","5","G","","https://cards.scryfall.io/normal/front/9/8/983253f0-fcf1-4c57-81eb-101f3495b6ae.jpg?1783909271"
"znc-5","Goblin Rogue","Token Creature — Goblin Rogue","1","1","B","","https://cards.scryfall.io/normal/front/1/7/17c0ae2b-1ae7-4e10-9e7b-6fdeda4355db.jpg?1783929248"
"scd-26","Ob Nixilis Reignited Emblem","Emblem — Nixilis","","","","Whenever a player draws a card, you lose 2 life.","https://cards.scryfall.io/normal/front/e/8/e817a5d7-0d65-4f23-be3d-74838764765c.jpg?1783918570"
"sld-2819","Ooze","Token Creature — Ooze","2","2","G","When this creature dies, create two 1/1 green Ooze creature tokens.","https://cards.scryfall.io/normal/front/2/1/21dfe90c-3383-4da5-9194-c6f7c2ba291c.jpg?1785303312"
"dsc-4","Shark","Token Creature — Shark","*","*","U","Flying","https://cards.scryfall.io/normal/front/8/b/8b32dec0-a3b6-4f64-9c02-2248ae33647c.jpg?1783909277"
"blc-14","Octopus","Token Creature — Octopus","8","8","U","","https://cards.scryfall.io/normal/front/9/f/9fc10475-5eaf-47ea-a45c-3948a632f365.jpg?1783909757"
"acr-4","Assassin","Token Creature — Assassin","1","1","B","Menace (This creature can't be blocked except by two or more creatures.)","https://cards.scryfall.io/normal/front/1/9/19cb2062-86f0-4ce3-b5fb-d3c310f36ec3.jpg?1783910887"
"dmu-3","Knight","Token Creature — Knight","2","2","W","Protection from red","https://cards.scryfall.io/normal/front/1/9/19e893e5-12a8-4ecb-adcd-9e7b26b01de2.jpg?1783921133"
"fin-20","Darkstar","Token Legendary Creature — Dog","2","2","BW","","https://cards.scryfall.io/normal/front/1/9/19faca08-0eef-4da4-ab6f-c3aed63ac77b.jpg?1783906131"
"tm3c-1","Eldrazi","Token Creature — Eldrazi","10","10","","","https://cards.scryfall.io/normal/front/4/d/4d88f2e5-eaff-4d23-ae6e-d118deb21bb5.jpg?1783903464"
"mh3-17","Phyrexian Wurm","Token Artifact Creature — Phyrexian Wurm","1","2","B","Deathtouch","https://cards.scryfall.io/normal/front/1/a/1a7800c9-6808-4f33-87ad-50ad8c79f2d7.jpg?1783911116"
"ecl-1","Shapeshifter","Token Creature — Shapeshifter","1","1","","Changeling","https://cards.scryfall.io/normal/front/c/2/c2963ce1-f9d8-437a-9489-e0913a8b8d26.jpg?1783904328"
"soc-15","Boar","Token Creature — Boar","2","2","G","","https://cards.scryfall.io/normal/front/3/2/32ffd1ae-8ce6-4e84-a496-ffcfdd0460bc.jpg?1783903571"
"ecc-9","Elemental","Token Creature — Elemental","5","5","GR","","https://cards.scryfall.io/normal/front/1/a/1ab6cab4-a3a5-4b48-832a-1d486e8094a5.jpg?1783904329"
"a25-8","Skeleton","Token Creature — Skeleton","1","1","B","{B}: Regenerate this creature.","https://cards.scryfall.io/normal/front/1/a/1abb1ab0-f8f4-44e8-b8a7-df37a8782e76.jpg?1783935207"
"soc-23","Pest","Token Creature — Pest","1","1","BG","When this creature dies, you gain 1 life.","https://cards.scryfall.io/normal/front/c/7/c72ceae7-72d6-41dc-82cc-b86e845d7aa6.jpg?1783903568"
"akh-22","Hippo","Token Creature — Hippo","3","3","G","","https://cards.scryfall.io/normal/front/1/a/1aea5e0b-dc4e-4055-9e13-1dfbc25a2f00.jpg?1783936411"
"dsk-11","Gremlin","Token Creature — Gremlin","1","1","R","","https://cards.scryfall.io/normal/front/d/9/d948b503-890a-49d5-a3cf-cb6e604851b8.jpg?1783909269"
"fdn-20","Raccoon","Token Creature — Raccoon","3","3","G","","https://cards.scryfall.io/normal/front/1/b/1b8d8730-d6bd-4525-96e9-0513ed02de37.jpg?1783908587"
"msh-24","Merfolk","Token Creature — Merfolk","1","1","U","","https://cards.scryfall.io/normal/front/7/f/7f7a4f95-f12b-4c28-a6f7-f3c64364abba.jpg?1783902797"
"blb-13","Rat","Token Creature — Rat","1","1","B","This creature gets +1/+1 for each other Rat you control.","https://cards.scryfall.io/normal/front/1/c/1c0977b2-3342-4b7e-b1c7-f06bd8ab7fbf.jpg?1783909768"
"drc-17","Energy Reserve","Card","","","","(Place your energy counters in this area.)","https://cards.scryfall.io/normal/front/6/a/6a2c1fa5-deed-48ba-afe4-6c8ea8d9135e.jpg?1783907668"
"m19-15","Ajani, Adversary of Tyrants Emblem","Emblem — Ajani","","","","At the beginning of your end step, create three 1/1 white Cat creature tokens with lifelink.","https://cards.scryfall.io/normal/front/1/c/1c97e5b2-a024-4aa7-a9b8-45f441aad138.jpg?1783934462"
"rex-1","Dinosaur","Token Creature — Dinosaur","3","3","G","Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)","https://cards.scryfall.io/normal/front/2/0/20f22bef-e00f-461b-a75b-c5ad49865044.jpg?1783913603"
"fdn-25","Vivien Reid Emblem","Emblem — Vivien","","","","Creatures you control get +2/+2 and have vigilance, trample, and indestructible.","https://cards.scryfall.io/normal/front/a/8/a804d502-1092-4ff3-93d9-d1b0ac0f07d5.jpg?1783908586"
"gk1-3","Weird // Goblin","Token Creature — Weird // Token Creature — Goblin","","","","","https://cards.scryfall.io/normal/front/1/d/1d34ff67-24e1-4cf5-b032-8be6b83e0819.jpg?1783934009"
"cmm-64","Kor Ally","Token Creature — Kor Ally","1","1","W","","https://cards.scryfall.io/normal/front/2/e/2e820517-9895-47ba-a9d7-11ed807dcc6d.jpg?1783915235"
"takh-17","Warrior","Token Creature — Warrior","1","1","W","Vigilance","https://cards.scryfall.io/normal/front/7/7/7728b4ea-4288-4699-b45f-21beb327d4ce.jpg?1783913130"
"clb-34","Goblin","Token Creature — Goblin","1","1","R","Creatures you control attack each combat if able.","https://cards.scryfall.io/normal/front/1/d/1db51576-a755-45de-b37b-f16b27e8f3a1.jpg?1783922311"
"tla-12","Bear","Token Creature — Bear","4","4","G","","https://cards.scryfall.io/normal/front/1/d/1dbbdb0f-57a4-4b85-ba5c-1383f0efb3af.jpg?1783904746"
"clb-31","Horror","Token Creature — Horror","1","1","B","","https://cards.scryfall.io/normal/front/1/d/1ddf9fb5-473f-44a2-98bd-93b4f7478d4f.jpg?1783922311"
"drc-2","Vizier of Many Faces","Token Creature — Zombie Shapeshifter Cleric","0","0","W","You may have Vizier of Many Faces enter the battlefield as a copy of any creature on the battlefield, except has no mana cost, it's white, and it's a Zombie in addition to its other types.","https://cards.scryfall.io/normal/front/2/0/208b09fc-985b-49f5-8af8-27cb590946ae.jpg?1783907676"
"twoe-7","Rat","Token Creature — Rat","1","1","B","This token can't block.","https://cards.scryfall.io/normal/front/2/e/2edc9c4b-0f50-46cd-87f0-4bd3c73bd117.jpg?1783903470"
"tstx-8","Lukka, Wayward Bonder Emblem","Emblem","","","","Whenever a creature enters the battlefield under your control, it deals damage equal to its power to any target.","https://cards.scryfall.io/normal/front/2/8/28427ccd-d106-4388-835b-aee29288fc40.jpg?1783913137"
"tdm-3","Monk","Token Creature — Monk","1","1","W","Prowess","https://cards.scryfall.io/normal/front/6/3/633d2d10-def7-426f-8496-ed6b45684299.jpg?1783906788"
"eoe-2","Human Soldier","Token Creature — Human Soldier","1","1","W","","https://cards.scryfall.io/normal/front/6/3/631c2c16-132d-4607-ab7e-207a6af188e5.jpg?1783905788"
"lcc-7","Ragavan","Token Legendary Creature — Monkey","2","1","R","","https://cards.scryfall.io/normal/front/e/f/ef2891b2-56a0-40f4-a992-d9866451f946.jpg?1783913613"
"2xm-29","Wurm","Token Artifact Creature — Wurm","3","3","","Deathtouch","https://cards.scryfall.io/normal/front/b/6/b68e816f-f9ac-435b-ad0b-ceedbe72447a.jpg?1783930224"
"mh3-10","Fish","Token Creature — Fish","3","3","U","When this creature dies, create a 6/6 blue Whale creature token with ""When this creature dies, create a 9/9 blue Kraken creature token.""","https://cards.scryfall.io/normal/front/e/0/e081becb-40f1-4151-aea3-5a9a9bd672c6.jpg?1783911117"
"rvr-13","Wurm","Token Creature — Wurm","6","6","G","","https://cards.scryfall.io/normal/front/a/f/afcaaab8-47be-43a7-a6cf-dea6dedece0e.jpg?1783913153"
"one-7","Phyrexian Horror","Token Creature — Phyrexian Horror","*","*","G","","https://cards.scryfall.io/normal/front/1/f/1f5fc2cb-a172-418a-a0f3-1a63a5f1aa2c.jpg?1783918168"
"eoc-13","Golem","Token Enchantment Artifact Creature — Golem","3","3","","","https://cards.scryfall.io/normal/front/5/1/51cfd1dc-b7f8-418b-9a7a-76d887f83929.jpg?1783905789"
"fin-16","Bird","Token Creature — Bird","2","2","G","Whenever a land you control enters, this token gets +1/+0 until end of turn.","https://cards.scryfall.io/normal/front/1/f/1fbc471d-5948-47fc-b7cc-81cc13a4cd15.jpg?1783906133"
"40k-9","Tyranid Gargoyle","Token Creature — Tyranid Gargoyle","1","1","U","Flying","https://cards.scryfall.io/normal/front/2/0/20171707-0670-42dd-a6c4-f0aa56fc0cd1.jpg?1783920666"
"rvr-15","Elf Knight","Token Creature — Elf Knight","2","2","GW","Vigilance","https://cards.scryfall.io/normal/front/2/0/204b3adf-e76b-4ce9-b84d-b4e65b7054d4.jpg?1783913151"
"fic-10","Foretell","Card","","","","(After you foretell a card, you can place the exiled card here. You may cast it on a later turn for its foretell cost.)","https://cards.scryfall.io/normal/front/2/0/207b3d62-2541-4a51-8152-3c54218ab6f7.jpg?1783906140"
"fin-34","Moogle","Token Creature — Moogle","1","2","W","Lifelink","https://cards.scryfall.io/normal/front/2/0/20a709d5-4be5-487b-bfba-4b1821f2ebd3.jpg?1783906125"
"eoc-4","Insect","Token Creature — Insect","1","1","B","Flying","https://cards.scryfall.io/normal/front/2/1/2172a126-2ea6-4b5c-84c2-7879c1982a3a.jpg?1783905793"
"mkm-13","Voja Fenstalker","Token Legendary Creature — Wolf","5","5","GW","Trample","https://cards.scryfall.io/normal/front/2/1/2175200f-3ed4-4b39-ac76-a7d25967aa8a.jpg?1783912604"
"40k-18","Tyranid","Token Creature — Tyranid","5","5","G","","https://cards.scryfall.io/normal/front/2/1/21afb029-9aef-4e6e-a646-3343605b4bb7.jpg?1783920658"
"ltc-13","Treefolk","Token Creature — Treefolk","*","*","G","","https://cards.scryfall.io/normal/front/b/f/bf661b43-53eb-4e51-8152-420f6d8c925f.jpg?1783916059"
"40k-17","Tyranid","Token Creature — Tyranid","1","1","G","","https://cards.scryfall.io/normal/front/2/1/21e0620b-0498-407f-a609-79c7bc393e76.jpg?1783920660"
"f17-11","Dinosaur // Treasure","Token Creature — Dinosaur // Token Artifact — Treasure","","","","","https://cards.scryfall.io/normal/front/2/1/21f5880d-6272-4ba8-bdf8-f9a7e54a3336.jpg?1783936801"
"soc-21","Elemental","Token Creature — Elemental","1","1","RU","","https://cards.scryfall.io/normal/front/2/2/222b8394-20e7-4808-8eec-cb048f548055.jpg?1783903569"
"blb-4","Wall","Token Creature — Wall","0","4","W","Defender","https://cards.scryfall.io/normal/front/2/2/229a41de-91dd-4696-bfc1-10d702787c3e.jpg?1783909772"
"mkm-19","Thopter","Token Artifact Creature — Thopter","0","0","","Flying","https://cards.scryfall.io/normal/front/2/2/22ad97f4-cc41-493c-9848-c06f3cf778c7.jpg?1783912603"
"fdn-5","Rabbit","Token Creature — Rabbit","1","1","W","","https://cards.scryfall.io/normal/front/6/3/63ae4f9c-ad6e-4d6a-89f1-653916bf5373.jpg?1783908592"
"ecc-6","Rhino Warrior","Token Creature — Rhino Warrior","4","4","G","","https://cards.scryfall.io/normal/front/8/f/8f4188d4-a371-49be-ad33-ad87801ba99d.jpg?1783904331"
"moc-25","Gremlin","Token Artifact Creature — Gremlin","0","0","R","","https://cards.scryfall.io/normal/front/2/3/23854999-2691-491c-aa7d-81f269e23b4e.jpg?1783916647"
"acr-8","A Mysterious Creature","Creature","2","2","","You can cover a face-down creature with this reminder card. A face-down creature that was cloaked or cast with disguise has ward {2}. (Whenever that creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)","https://cards.scryfall.io/normal/front/c/7/c76a6163-6fd9-4cdf-9b14-07f75c2f0fa1.jpg?1783910885"
"akh-19","Insect","Token Creature — Insect","1","1","B","","https://cards.scryfall.io/normal/front/2/4/242c381e-df58-4365-a68c-add1127a83cc.jpg?1783936411"
"dmu-26","Jaya, Fiery Negotiator Emblem","Emblem","","","","Whenever you cast a red instant or sorcery spell, copy it twice. You may choose new targets for the copies.","https://cards.scryfall.io/normal/front/2/4/243a5830-d7a0-46c9-98c0-4d1dfc3ebc8c.jpg?1783921122"
"tdm-14","Elephant","Token Creature — Elephant","5","5","G","","https://cards.scryfall.io/normal/front/2/4/243bcfa9-0310-4d68-9864-df46069906fa.jpg?1783906782"
"m3c-5","Spirit","Token Creature — Spirit","2","2","","","https://cards.scryfall.io/normal/front/3/d/3df8b9f6-f500-4bd5-b53e-c457c6cf0052.jpg?1783911127"
"cmr-10","Horror","Token Artifact Creature — Horror","*","*","","","https://cards.scryfall.io/normal/front/7/d/7db68985-a1d5-4bd5-bfc6-c7208689d7df.jpg?1783928586"
"who-48","Alien Salamander","Token Creature — Alien Salamander","2","2","G","Islandwalk","https://cards.scryfall.io/normal/front/2/4/248f247c-edb7-438a-b004-be3d4fcd3d3f.jpg?1783914701"
"ncc-25","Ooze","Token Creature — Ooze","1","1","G","","https://cards.scryfall.io/normal/front/2/6/26e205aa-6d29-4067-8b20-f3da72511b21.jpg?1783923169"
"msc-31","Vibranium","Token Artifact — Vibranium","","","","Indestructible {T}: Add {C}. This mana can't be spent to cast a nonartifact spell.","https://cards.scryfall.io/normal/front/2/5/252ff4c7-758e-4ceb-aed1-ef15a94e245e.jpg?1783902805"
"m15-11","Treefolk Warrior","Token Creature — Treefolk Warrior","*","*","G","This creature's power and toughness are each equal to the number of Forests you control.","https://cards.scryfall.io/normal/front/2/5/2569593a-d2f2-414c-9e61-2c34e8a5832d.jpg?1783939140"
"trk-1","Human","Token Creature — Human","0","1","W","Permanents can't phase in.","https://cards.scryfall.io/normal/front/2/5/25b0644d-4934-4495-9b6e-c31d1d10c298.jpg?1784177188"
"soc-17","Fungus Beast","Token Creature — Fungus Beast","4","4","G","Trample","https://cards.scryfall.io/normal/front/2/6/2646dda1-05f0-49e4-b610-19205784b3b0.jpg?1783903570"
"mh3-28","Spirit","Token Creature — Spirit","1","1","BW","Flying","https://cards.scryfall.io/normal/front/e/f/ef77c8eb-aa24-46d5-8036-6651c7602383.jpg?1783911111"
"inr-17","Treefolk","Token Creature — Treefolk","*","*","G","Reach This creature's power and toughness are each equal to the number of lands you control.","https://cards.scryfall.io/normal/front/2/6/26981595-edf3-4f22-b2f0-fe0052408f8c.jpg?1783907966"
"ths-6","Harpy","Token Creature — Harpy","1","1","B","Flying","https://cards.scryfall.io/normal/front/2/6/26b24bbe-f5bc-44d3-b716-6612d39b07bc.jpg?1783939700"
"fdn-13","Scion of the Deep","Token Legendary Creature — Octopus","8","8","U","","https://cards.scryfall.io/normal/front/2/6/26c478f7-b426-4055-8d06-e5782226c826.jpg?1783908590"
"ptdmu-2","Angel","Token Creature — Angel","*","*","W","","https://cards.scryfall.io/normal/front/2/7/2709c1bc-c5bd-42b8-9157-cb6e798d99be.jpg?1783921119"
"med-g3","Construct","Token Artifact Creature — Construct","1","1","","Defender","https://cards.scryfall.io/normal/front/2/7/277c8c56-11a6-4aff-aaee-b9572cc7c6ef.jpg?1783934210"
"cmr-5","Thrull","Token Creature — Thrull","0","1","B","","https://cards.scryfall.io/normal/front/b/9/b9f3042b-784c-4006-9bf1-60a323e60c5c.jpg?1783928591"
"tdc-32","Soldier","Token Artifact Creature — Soldier","1","1","","","https://cards.scryfall.io/normal/front/a/3/a35d32fd-8dd5-41eb-a75f-3c9bc45b23bb.jpg?1783906791"
"ugl-93","Sheep","Token Creature — Sheep","2","2","G","","https://cards.scryfall.io/normal/front/2/8/281d2c14-2343-44c9-a589-7f4da37978a2.jpg?1783946413"
"gk1-11","Voja // Saproling","Token Legendary Creature — Wolf // Token Creature — Saproling","","","","","https://cards.scryfall.io/normal/front/2/8/2879010f-b752-4808-8531-d24e612de0d9.jpg?1783934008"
"brc-9","Mishra's Warform","Token Artifact Creature — Construct","4","4","","(This token has the abilities and other types of the copied artifact.)","https://cards.scryfall.io/normal/front/2/8/287ccbc9-2ffa-4fb3-97d8-2bd469c9411a.jpg?1783919915"
